date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:26:44	138571/138571	---M-Z	200	added ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/index.html?storefront=envato-elements	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/index04b9.html	(from )
10:26:45	129/129	---M-Z	200	added ('OK')	text/plain	date:Mon,%2001%20Sep%202025%2005:26:45%20GMT	https://gramentheme.com/robots.txt		(from )
10:26:45	2263/2263	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Jul%202024%2003:02:22%20GMT	https://gramentheme.com/html/bookle/assets/img/favicon.png	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/img/favicon.png	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:46	297514/297514	---M-Z	200	added ('OK')	text/css	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/css/bootstrap.min.css	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:47	57095/57095	---M-Z	200	added ('OK')	text/css	date:Sun,%2028%20Jul%202024%2002:13:28%20GMT	https://gramentheme.com/html/bookle/assets/css/animate.css	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/css/animate.css	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:47	465729/465729	---M-Z	200	added ('OK')	text/css	date:Sun,%2028%20Jul%202024%2002:13:28%20GMT	https://gramentheme.com/html/bookle/assets/css/all.min.css	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/css/all.min.css	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:48	6955/6955	---M-Z	200	added ('OK')	text/css	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/css/magnific-popup.css	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/css/magnific-popup.css	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:48	2915/2915	---M-Z	200	added ('OK')	text/css	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/css/meanmenu.css	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/css/meanmenu.css	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:49	16466/16466	---M-Z	200	added ('OK')	text/css	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/css/swiper-bundle.min.css	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/css/swiper-bundle.min.css	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:49	4116/4116	---M-Z	200	added ('OK')	text/css	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/css/nice-select.css	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/css/nice-select.css	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:49	1894/1894	---M-Z	200	added ('OK')	text/css	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/css/icomoon.css	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/css/icomoon.css	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:50	199841/199841	---M-Z	200	added ('OK')	text/css	date:Sun,%2028%20Jul%202024%2003:39:46%20GMT	https://gramentheme.com/html/bookle/assets/css/main.css	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/css/main.css	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:50	138571/138571	---M-Z	200	added ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/index.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/index.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:50	12470/12470	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/img/logo/black-logo.svg	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/img/logo/black-logo.svg	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:51	51505/51505	---M-Z	200	added ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/contact.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/contact.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:51	12439/12439	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/img/logo/white-logo.svg	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/img/logo/white-logo.svg	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:52	118288/118288	---M-Z	200	added ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/index-2.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/index-2.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:52	265442/265442	---M-Z	200	added ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/shop.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/shop.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:26:52	60459/60459	---M-Z	200	added ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/shop-list.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/shop-list.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
